text,opinion
I've pretty much abandoned Facebook for Twitter. #twitter'slegit,0
Video: SIRI also gets angry. http://t.co/tzigD99b @chrisvoss @apple #apple #siri #iphone4S #Ai,2
@Apple @Facebook @Google and @Amazon battle in...The Great Tech War of 2012 http://t.co/uL9zZKv8 by @fmanjoo,2
Office blues *drink?* RT @wuppy: #microsoft fail #notresponding for fcucks sake http://t.co/VtYbqI91,1
The face recognition unlock would be cool if it works. #android #google #icecreamsandwich,1
me encanta la pareja de @lari_riquelme en el #bailando2011! pasame su #twitter!,3
RT @MicrosoftAiuta: #Microsoft vi aspetta a #SMAU dal 19 al 21 ottobre http://t.co/lDhDVeWx venite a trovarci! Siamo al Pad. 4 Stand A23,3
jajajajaja la @mignonmc contandome un secretoo ii x el #twitter jajajaja,3
Virage Success Story - Harvard Business School pdf ebook: http://t.co/dNpFlXxB #google,2
Se dieron cuenta que si ponen la T de #Twitter dada vuelta queda la F de #Facebook?,3
Things that #heatmeup : when people put the # on facebookposts when they dont even have a #twitter. #getaclue,1
#twitter is sooo trash ritenow with all dezz #highscoolmemories -__-,1
AsiaClassifiedToday: Asian stocks rise on Europe debt plan hopes - Belleville News Democrat: ... http://t.co/RQhgAIBF #asia #google #ads,2
@tas82011 Thnx. Isn't #Twitter pretty damn amazing! Hope yr enjoying it. Fast like you and I!,0
Google y Samsung presentan oficialmente el Galaxy Nexus http://t.co/NKoXMfOi vía @xatakamovil #Google #Samsung #Galaxy #Android,3
bout to pull up... he see me on #twitter his ass gone flip,2
Spot-Premiere: Microsoft feiert die Produktfamilie / Erste Arbeit von Crispin Porter & Bogusky: Micr... http://t.co/KKUAWLc7 #microsoft,3
@hbogo @apple - why don't you play nice and let me use HDMI from iPad? Pretty lame.,1
How about @MattSloyer on the #twitter!,2
Creo q cuando una persona ya no te quiere te borrade su #twitter,3
AsiaClassifiedToday Asia Family Offices to Triple Lead Growth Citigroup Says - BusinessWeek... http://t.co/93f16E44 #asia #google #biz,2
#Pregunta...Pro y Contra del evento de #Google?,3
#SEO Tip:Make sure that your important keywords have high keyword density in your pages #google #bing #yahoo,2
Google To Begin Encrypting Searches & Outbound Clicks By Default With SSL Search http://t.co/C0Ykfjla #google #search,2
Find more the best Maytag Washer Control Board deal.Check pric http://t.co/SNdkAg3e@Best @Apple @Peeler,2
Yessss! I'm lovin the iPhone update especially the slide down bar at top of screen =) good job @Apple.,0
New mov: ""ショウケース@apple store 銀座"" 記録 / starring:ichiro_ REPEAT PATTERN moda → http://t.co/kmJ0o1Ja,3
me encanta sacarme dudas existenciales con respecto a la diferencia entre objetivamente y subjetivamente. GRACIAS #GOOGLE !,3
#Microsoft #Cloud Microsoft - Capture the Cloud: ... through the Rookie Veteran and All-Star tiers provid... http://t.co/tnxYUxvA #TCN,2
#google #IceCreamSandwich #Samsung #Updates #Android | Galaxy Nexus with Ice Cream Sandwich: pictures http://t.co/lfpPk5Yk,2
Personally i dont have time for that and dont really care about what everyone in the world on #facebook and #twitter care about how i look.,2
is #google the next innovators ?,2
I'm amazed at how siri has changed the way I use my phone. I had no idea it would be this good and it's still in beta. Good job @apple. Wow,0
@apple store #Towson waiting at Genius bar - huge crowd waiting for #iPhone 4s @michaelmark @nicolelil http://t.co/x92sweCh,2
RT @MyHoopDreams: Im Chillin Man Trying To Stay #Humble Its Just Hard When Niggas Hatin And Pump Fakin Via #Twitter,2
@ammmylewis... Did @CarsonFratus just ditch Twitter for sleep?? #Weirdo... #Twitter&gt;Sleep,1
#Google lanza #Android 4.0 http://t.co/NZ494v4h también conocido como Ice Cream Sandwich y Samsung lanza el Galaxy #Nexus,3
RT @aDUBatSDUB: #facebook #Twitter #spongebob #nirvana. Great way to spend the night. :D,2
In front of the @apple store. So many blue shirts I feel like I'm at a smurf reunion. #iPhone4S,2
Pearson и Google запускают открытую систему дистанционного обучения http://t.co/YglYrzWj #google,3
@alexbabb9 Alexthe_ASSholeBabb should be your new #Twitter name,2
#Microsoft extends revenue guarantees to Yahoo: Yahoo disclosed today that Microsoft extended… http://t.co/NWLalDdd,2
#Google+,2
The folks at @apple are awesome! So glad I a #mactard,0
buenas noches #Twitter W:,3
@NattaliaAlba mejor consulta ana y mia en #google hahahha(:,3
I would like to thank #twitter for being here when I was bored sad mad happy and every other mood . Now twitter is a true friend .!,0
Lol bet that Android couldnt do that RT @ceejay3k: I promise this iPhone been at 1% battery for the last 3 hours. I see you @apple.,0
#Twitter Buzz Builds for the #Occupy_Wall_Street Movement [CHARTS] http://t.co/znFYtK9P @mashable #social,2
2nd @apple genius apptment running late 2nd day in row for 2nd dodgy iPod . You make mega $$$ hire some staff.,1
RT @Eleconomistanet: Impulsor de #Facebook Sean #Parker resta importancia a la amenaza de #Google http://t.co/EnQtXsfv,3
@dyanna299 you mean like Muhaimin @apple.com?,2
RT @codebit_org: Halo: Combat Evolved Anniversary #Microsoft explica cómo funcionarán el remake de #Halo y #Kinect http://t.co/moc3ofex,3
#Android #Google Galaxy Nexus Press Release http://t.co/JKrzYGBO #DhilipSiva,2
#twitter off',1
La démo de Dance Central 2 est disponible http://t.co/4iA3k1Ab #Microsoft #Xbox360 #jeux #demo,3
@apple should make Siri avalible for all devices not exclusive to the iPhone 4S,1
Just downloaded IOS 5. It's better than I expected! #thankyou @apple,0
@Wisconsin_Mommy @Apple I'd totally email the company... I always get great service at our @Apple store!,0
FreeSoftwareFoundation publicly warns of danger of implementing #Microsoft #Restrictedboot w/o #UEFI http://t.co/NASQbmaT #anonymous #USDOR,2
#Microsoft Bing is The New King of Search Tipped #Google Search http://t.co/61OgLIKA,2
#Google's like my wife - searches things for me and completes my sentences.,0
RT @NeowinFeed: Android 4.0 Ice Cream Sandwich announcement round-up #android #google http://t.co/L5m9uwD7 #neowin,2
G#Music Unites #Google Music with #Apple iOS [#Apps] http://t.co/S8V8vfmh,2
RT @twandroid: Nouveau layout pour la Galerie qui est en forme de magazine #google #nexusprime,2
@amaboura the entreprise version of #Microsoft #office365 is not available yet in #Algeria i guess,1
Android Beam panorama Gmail offline lockscreen contacts facial recognition unlock... #IceCreamSandwich #NexusPrime #Google,2
now watching live stream of #Google new mobile #Nexus,2
Eres mil Veces mejor #Twitter :D,3
Los psicólogos se están quedando sin pacientes el #twitter se los está robando..,3
Come to the dark side 📱“@gretcheneclark: Hey @apple if you send me a free iPhone I will publicly and ceremoniously burn my #BlackBerry.”,2
@robert_terpstra no worries bud ps: they're saying that the 4s is having a lot of network issues right now. (I'm @apple for mac problems),1
I had my #Twitter account for like 3 years now.....and I only made 4 783 tweets? o_O,2
Android Ice Cream Sandwich adds Face Unlock feature http://t.co/45HxZE0o #Tech #google,2
Bill Gates llamado a declarar por un antiguo caso de... http://t.co/wFrUi1nN #Wordperfect #Windows_95 #Microsoft #Novell #Bill_Gates,3
How #Apple eclipsed #Microsoft. http://t.co/WU9bFI1h,2
Calling All #IceCreamSandwich Lovers | #Google & #Samsung Like in Hong Kong - A new look at what's new from Android http://t.co/rUkTyUJC,2
#google Unwrapping Ice Cream Sandwich on the Galaxy Nexus http://t.co/YLRL4lZy,2
#twitter is the last time I do this social networking thing,2
Unwrapping Ice Cream Sandwich on the Galaxy Nexus: (Cross-posted on the Official Google blog)Bea... http://t.co/K10SvnNr #google #mobile,2
#Google Google Event: Vorstellung des Samsung Galaxy Nexus (Caschys Blog): o3:30 klingelte mein Wecker. Googles ... http://t.co/QnVDVcMX,3
What does it take to get a job at #Google? #recruiting http://t.co/eVjiH7oD,2
(High-tech)- Demain sur LNT: ""#Microsoft s'implique dans le développement socioéconomique"" par @Joumany #twitoma #IT #blogoma,3
#Microsoft discontinued product named #ENSEMBLE STUDIOS on October 14 2011. Review and comment: http://t.co/eJ8a2Msm,2
Kind of excited. On my way to my last class right now and then going to the @Apple store so buy #MacOSC Snow Leopard and Lion :-),0
#Google weiterhin auf der Erfolgsspur http://t.co/lf3RkTcJ,3
Ever since I cleaned my Mighty Mouse ball with alcohol to get it rolling again any time I click the ball it acts like a left click. @Apple,2
Empire Avenue. The Social Stock Market. What Is Your Online Activity Worth? http://t.co/AKlnmKAi #twitter #facebook #Google+ #socialmedia,2
hmm it seems i should have checked the identity of @apple first…,1
NYTimes: Coach Wants to See You. And Bring Your iPad. http://t.co/J2FTiEnG #iPad @apple set red 42 red 42 hut hut @NFL wish I had an #iPad,2
@Peedro_Guiih gato intenda a nat é a metamoforse sorridente. . . . . .ela nao intende ela joga tudo no #google,3
Доступна официальная Google-страница Galaxy Nexus http://t.co/99TAk4lC #nexus #google #galaxy,3
Pas mieux \o/ RT @g123k: #kikitoutdur devant ICS #google #nexusprime,3
Steve Ballmer (CEO #Microsoft) heeft flink uitgehaald naar besturingssysteem #Android van #Google. Het zou te ingewikkeld en te vrij zijn,3
#twitter is trippin,1
@azrael: RT @DavideGori: And again #MobileMe is down. Issues when syncing accessing mail... is this a good premise for #iCloud? @Apple ...,1
#grantthornton geeft gouden tips #verkoop #onderneming. Ook workshops #philips #nobel #rabobank #microsoft #port4growth http://t.co/sfciksak,3
@flambypaymie ok lang haha. ganun pa din naman e kamustahan lang saka kausap dito sa #Twitter :)),3
Nexus Prime looks NICE. #google #android,0
Gentle Ballmer meekly suggests the competition is doomed - #Microsoft is winning winning winning!: http://t.co/7ntP5MS1 via @thetecheye,0
Back to the Future 2 where @Apple didn't even have IPhone,2
#Microsoft Pushing out #Mango to more Windows Phones http://t.co/xPIaZ8Xp #wp7 #orange #samsung #lg #optimus7 #htc #dell #msft,2
Article discussing how the four great tech companies will compete in the marketplace: http://t.co/YFWF9iye #Apple #Google #Facebook #Amazon,2
OmniTouch from #Microsoft makes every surface a #Touchscreen | #gadgets http://t.co/sSUrPnve,2
Me identifico mas con #TWITTER q con #FACE xq aqui puedo expresar todo lo q siento x #JUSTIN sin temor a ser criticada!!,3
OH: Sales guy @BestBuy: ""I'm not selling or using any @apple products during my mourning period over Job's passing."" hmmm..,2
Mit einfachen Mittel gegen #Facebook & #Google+ so die Strategie von Costolo CEO von #Twitter http://t.co/C1f5dAnO #SocialMedia,3
The Perks of Working at #Google #Facebook #Twitter and More [INFOGRAPHIC] http://t.co/YT87krbP #sm #socialmedia... http://t.co/1yCwl874,2
Youtube video views are still not updating properly. #google #youtube #fail,1
deus ajuda quem no #twitter madruga haha',3
#Google People app...the next revolution in stalking.,1
im tired gonna get to bed peace out #twitter,2
Loving the new iPod update @apple,0
Apple shares hit new all-time intraday high: http://t.co/uY35rrRU #win @Apple,2
[News] Touchscreen auf allen Oberflächen... http://t.co/gpT4pTr0 #touchscreen #microsoft #omnitouch,3
one more picture of the services provided in the #cloud. I am in love with #Microsoft http://t.co/Q0QLeokZ,0
#Google confirms that the Nexus S will actually get the ice cream sandwich update.,2
@FATBOYFRESH87 Hey brotha I forgot you had a #twitter,2
even if I skip the newspaper I don't worry coz I get all news updates at #Twitter. :),2
#google Google anuncia Galaxy Nexus com Android 4.0 http://t.co/WplTBVS3 http://t.co/WsfevVd4,3
Поиск от #Google станет еще безопаснее http://t.co/Hmo2qDKO,3
RT @edwin_ubaque: Hola @marthaubaque bienvenia a #twitter,3
Only thing #iOS.5 has done is deleted my tiger woods game and made impossible to retrieve. Thanks @Apple!,1
SpeechTrans http://t.co/TW3SzX61 on @Apple App store listed as the #best bi-directional #Speech To Speech #Translator ---- Posts on Twitter,0
Presentanción #Android 4.0 y Samsung Nexus Prime - http://t.co/Iy3VNaFF #Google. (Se jodió #iOS5),3
@BeeeThree I am aye I wasn't @apple,2
Microsoft CEO on not http://t.co/veCmSAHQ #Buying #Lucky #Microsoft,2
#Google #Mobile Boss Andy Rubin on #Apple #Microsoft and Tablets Live at AsiaD - Ina Fried - #Mobile - AllThingsD http://t.co/S0jkqPwn,2
@thejcurt unlocking it at @apple store. RIP Mr. Jobs.,2
De verdd qe si me he sentidoo rara estar un Dia sin mucho #twitter :B,3
#Microsoft: Jetzt wird jede Hand zum Touch-Screen http://t.co/46F2PM7v #OmniTouch,3
Ya tengo sueño y mañana madrugo DDD: #HastaMañana #TweetOff Pstd: #Twitter produce #insomnio y es tan #Pocesivo e.e #bye !! #siguemeytesigo,3
Le panorama est très sympa et peut être coupé à tout moment #google #nexusprime,0
#GripmetICT 10 nov in de #GrolschVeste met oa #Citrix #VMware #Microsoft #RES #Dell. Meer info kijk op: http://t.co/O78JjLC1,3
#AndroidBeam: Comparte con otro #Android lo que ves solo con ponerlo juntos. (Por ahora sólo en el #NexusPrime). #NFC #Google,3
Entre al #Twitter solo para desahogarme! :B,3
RT @nedraallmond: @WSPSanDiego Kickoff tomorrow 10/20 at San Diego #Microsoft Store at 6:00pm @wspwest http://t.co/iuaa4yuE,2
@kaiylw0lf So #Tumblr is way more addictive than #Twitter... but i still love both of them. and they can coincide with each other! #bromance,0
#Nokia co-operation with #Microsoft listed as the 4th riskiest business move of the year: http://t.co/IYo86gVj,2
@SteveJobs being honored tonite @Apple...A truly great loss to the world.He will so be missed,0
Welp! Meh nd @RenaeDaniels Bout tah Call it ah Niqht Nite #Twitter,3
Anyone know why we can only read iBooks on the iPhone and iPad? Any ideas how to read them on mac? @apple,2
RT @Crazy_Golfer: ""If you lose followers on #Twitter don't worry even Jesus lost followers"" ~Unknown #quote via @smqueue,2
En el Curso BMT en #microsoft #mexico ... Para trabajar el modelo de negocios de @Axentit en la Nube,3
@jacobstanton2 #twitter has kind of turned into our #lives,2
Une nouvelle interface #haptique signée #Microsoft et #CanergieMellon : #OmniTouch. Tactile et ""wearable"" (cc @Billaut) http://t.co/6ODVjEQG,2
I really hate dealing with the brain dead people at the @apple store. For such good products customer service sucks.,1
Ella dice que yo soy su Niño del #Twitter *-----*,3
RT @ChWilhelm: #Google Wallet adds #coupons rewards and more #retail partners http://t.co/1s3wWs54 #li,2
#Google Newest Texas Holdem Zynga Poker Hack Cheat Update 18 October 2011.flv: Download Hyperlink: ur... http://t.co/oEXPDnoT #wikileaks,2
Hates facebook whores #twitter,2
Kat in het nauw #Microsoft #WindowsPhone : flink afgeven op je concurrent #Android http://t.co/tcDtTnIu,3
Microsoft CIO Leadership Circle ganz im Zeichen des neuen Arbeitens: Wien (pts021/19.10.2011/15:05) -... http://t.co/n5HN2jJp #microsoft,3
Nueva tecnología convierte cualquier superficie en una pantalla multitactil. http://t.co/EDibLL5V #Microsoft #omnitouch,3
Nice talk by @renatmin #KenyaOpenDoor #microsoft #community,0
Funny #BillGates #Aprons w/Google #1 ranked #LTCartoon “Got #Microsoft“? http://t.co/DRvKSVF6 #humor #foodie #microsoft,2
RT @Porter_Anderson: ""3 principal global players will be active in every market...@Amazon @Apple & @Kobo."" @MikeShatzkin http://t.co/1 ...,2
@Apple I asked Siri 'if she swallowed' she relied 'Lets see' - wtf do i do now? wank over my phone?,2
Well @apple fixed my #ios5 battery drain problem with a replacement iPhone 4 -- it's working like a champ now,0
[iPad] iPad 1. Generation generalüberholt ab 389 € @Apple: Der Tablet von Apple bleibt weiterhin recht preisstab... http://t.co/h8ANhAVu,3
RT @juank3946: Nueva #Consola #Xbox en curso: #LinkedIn http://t.co/VUzmZEzv #Microsoft #Xbox360 #Xbox720 #Twitter via @ZthaeDigital,3
I just installed the new Twidroyd for #Twitter on my #Android Phone - It's #Free give it a try. http://t.co/UGPTuUcZ,2
Off to sleeep #goodnight #twitter,2
I really dnt like to #follow people who never on #twitter,2
#Google announces #NFC-based #Android Beam for sharing between phones http://t.co/dduu9ffd,2
Awesome service from the @apple store in pc. Thanks chris!,0
seit #apple #facebook und #google die großen bösen sind ist #microsoft irgendwie wieder der sympathische nerdverein http://t.co/IUvizP0T,3
I totally forgot I have a #twitter. Weird.,2
1080p video recording continuous focus zoom while recording and time lapse included in Android 4.0. #Google #Android #ICS,2
RT @NeowinFeed Google shows off new Ice Cream Sandwich features #google #android http://t.co/TAJFjSD9 #neowin,2
Raza Abbas NumeroUno :: (RazaNumeroUno) : thanks for #following me on #Twitter! Happy Tweeting !!!,2
#Samsung y #Google contraatacan a #Apple con el nuevo Nexus Prime http://t.co/xHvncznB vía @cincodiascom #android #tecnología,3
For being the inventor of the computer mouse — Why is it that @Apple has never made one that is not a complete piece of fucking shit?!!?,1
Foto nova aqui no #Twitter. Essa ficou melhor.... rs #Adoro esse blazer. Preciso comprar um... #CTX arrazando nas roupas que eu visto no pgm,3
RT @JhonAlexGarciaA: MI NOVIA Y COSTUMBRE DE DEJARME DE SEGUIR EN #TWITTER JAJJAA,3
@RIM to release new generation of phones in the new year to contend with @Apple... Hmmm.,2
on hold for another half hour. phone is ringing but no one is picking up.@apple you stink.,1
Discover #Keywords & #Business Critical Information to be No 1 on #Google read aspenIbiz #blog post http://t.co/Rotiieo0,2
#wheniwas14... @Apple registered the domain name http://t.co/FPvKn1kJ thus beginning their plan for world domination,2
probando la videollamada en facebook......buenooooo en esto si le ganaron a #Twitter........,3
Good dev opportunities at #Microsoft UX Tour Helsinki Finland http://t.co/hCKJXz4K,2
“جوجل” تطلق “Android Ice Cream Sandwich” ومفاجأة لمستخدمي “Android 2.3″ @7ki3arabi http://t.co/Ytx4jHZm #google #android,3
#Google no compartirá las consultas de búsquedas con otros sitios web http://t.co/fNPiO6wz,3
#android #ice #cream #Sandwich #google текст-Фото на английском http://t.co/UK3A7JWk,3
Microsoft CEO says company got ""lucky"" when Yahoo deal fell apart #microsoft #steveballmer http://t.co/l5uNInSW #neowin,2
Panoramique implémenté :o #android #google #nexusprime &lt;3 j'ai envie du tel mnt,3
Excelente articulo! RT @teresitacc: Interesting read - How #Apple eclipsed #Microsoft http://t.co/RhNU1VaR via @guardian (cc: @elcheicon),3
En train de suivre la keynote Google - Ice Cream Sandwich.. #Google #icecreamsandwich,2
Alguien dejara de trabajar en #Samsung o #Google,3
@cnbcfastmomey what price should I sell @apple for,2
Bitch please your vagina has been used more than #google .,2
Tja steve als het te #moeilijk voor je wordt kun je maar beter stoppen #microsoft #fail #enjekomttelaatmetjetoestel http://t.co/0IBnA2aV,3
Microsoft Stores offer up free Windows Phone 7 devices #microsoft #microsoftstores http://t.co/xoLRaueY #microsoft,2
#Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/xtZMPSMT #enterprise,2
#Android #Google Google updates Nexus site with Galaxy Nexus details http://t.co/BeckhmA1 #DhilipSiva,2
wait.... since when does putting honeycomb and gingerbread together make ice cream sandwich? #google ...,2
#SIGSource #Microsoft talent source program boasts a procure-to-pay model to manage temp workforce concept works for VMS #Beeline,2
What I think about #AndroidIceCreamSandwich ? Thats the most delicious piece of sandwich ever. Get me it real fast #GOOGLE !,0
Check out this great Blog w/ Tips from #YouSendIt - what 2 Consider When Migrating 2 #Microsoft Exchange 2010 http://t.co/eeF3780B @YSI,2
Will watch this one with interest! RT @RossMistry: #Microsoft Codename ""Data Explorer"" CTP Coming ... http://t.co/kvJSerCj via @scottyd99999,2
RT @arelance: #Microsoft presenta un prototipo que permite utilizar la mano como interfaz http://t.co/kaCzpMYo #Kinect #in #fb,3
#Skype is underwhelming: I use skype. It was recently bought by #Microsoft for $8.5 billion. As such it has a v... http://t.co/Xli2bR42,2
So apparently that's not the correct @apple,2
#mango shows #microsoft still has the taste for smartphone success http://t.co/mAOQaplH,0
@apple battery life suck on iOS 5,1
#Google has done it again ..... #IceCream Sandwich,2
##FB & ##Twitter ##Off! Buenas Nochees(: Espero verte en mis sueños... Naah de todas formas te veo mañana! XD,3
RT @ihaberplus: Dijitalde 4 ödül Türkiye'nin! #microsoft #bug #yahoo http://t.co/xwm15RVQ,3
#Google The Annie Duke Texas Hold-Em Poker Tournament to Gain Homeless Youth And Domestic Violence Vi... http://t.co/wSGk5WAj #wikileaks,2
Data usage in ICS.. Looks like I don't need Watchdog 3G Pro anymore.. hah! #Android #ICS #Google,1
Hello !!! Centuries past till to write on #twitter !!! Love you !!! :),2
@Apple #iOS5 on iPhone2 causes Camera apperature dilation problems & freeze.,1
#Twitter it's been a pleasure but I have to go exercise and eat dinner! Possibly be back b4 I sleep? We'll c! I am #BLESSED & we all are! =),2
Dear @Apple Contacts you are terrible. I just cleaned duplicates for 3 hours and they magically reappeared. Fix it.,1
MI NOVIA Y COSTUMBRE DE DEJARME DE SEGUIR EN #TWITTER JAJJAA,3
@WonderLaura Please cld u send me steps on how to add a custom .master files through SPD 2010. i just downloaded some files from #Microsoft,2
RT @TecBuzz: Google steps up its privacy game launches Good To Know http://t.co/22QbKMpG #google,2
Luego de haberme acostado ayer a las 4 de la ma?ana... ahora entiendo por que me ta picando el sue?o!! #Twitter!!!! dejame dormiiiirr!!!,3
@Jess_Haddad D; tonces deja el vicio de #Twitter!! xD,3
: #Microsoft renovará el Administrador de Tareas en #Windows8 http://t.co/6UhMnWdG vía @tuexperto,3
http://t.co/RqjtztR3 // muy buen experimento de #google la cago :D #webgl la lleva,3
RT @SAP_MICROSOFT: Follow @whymicrosoft for insight on #Microsoft solutions which drive productivity for people and their organizations,2
@SamsungMobileUS @Apple would disagree with you right now.,2
Hey guys at @Apple WTF is happening to #iPhone4 with #iOS5 suddenly fade to black and begin to vibrate continuously I had to reboot it,1
#Twitter got DEAD as fuck all of a sudden!!!,1
+1 RT @Doug_Newton: @apple PLEASE FIX #Siri!!!! She can't connect to your network!!!!!!!,1
#Google+ llega a 40 millones de usuarios aunque su problema sigue siendo la poca permanencia en esta #RedSocial http://t.co/ntS7GXqV,3
Is at the @apple store waiting for a poorly iMac to be seen by a genius. Hopefully this will be painless. Not too bad in here.,0
RT @zonaredcom: #Microsoft tiene un proyecto secreto para Kinect con las películas de #Pixar como protagonistas: http://t.co/0HhcjEgF,3
THANX ! @DesertBeacon @oldivory @bennettgina @yywhy #TWITTER Love and early #FF in case i cant see ! KEEP IT GOING ! #P2,2
#Google Buzz to the junkyard along with four other services including Jaiku http://t.co/XzxMHuuu &gt; liked Jaiku,2
Equipo altamente #certificado por #Cisco y #Microsoft,3
ultiem zwaktebod: concurrentie hekelen om je eigen product te pushen. Ballmer: Android is te complex http://t.co/xq0tRp44 #microsoft #fud,3
1st impressions of #iOS5- Disappointed w upgrade restore. Lot of apps & folders missing @apple do how much time went in2 orging it? #fail,1
#microsoft #edu UD School Board seats up for grabs - Delaware County Daily Times http://t.co/YCXCo5kK,2
If you've been struggling to get hold of me I'm back online with a new iPhone - thanks @apple,0
@nicholi57 @yuvalz @MobileBurn lets's wait and see if it interests ppl #MeeGo does... No one likes #Microsoft we are just forced fed WPs,1
@Apple #iOS5 gm on ipad1 is very slow wash better on beta7/8 solve this problem or give me the ipad2,1
Apple + Microsoft...The Difference: How #Apple Eclipsed #Microsoft @PSFK: http://t.co/Rmi8oSMi #brand #brands #marketing #innovation,2
#IceCreamSandwich went way and beyond what I expected. Can't wait to get it on my Nexus to play with! #Google,0
Why not send a Google card this Christmas? http://t.co/zSfuV48d #xmas #google #squidoo,2
Good or Bad results for @Apple ? Depends on who you ask apparently http://t.co/yDH8ffxE,2
HTC on ICS: 'reviewing its features and functionality to determine our upgrade plans' http://t.co/UdkGr3Cb #android #google,2
#Microsoft convierte cualquier cosa en tactil! Mira el video! ... - http://t.co/SAeLwlBJ,3
RT @nansen: so this SMS full message is known @apple issue with new iOS5 update. trying restore. When all else #fail - restore.,1
Get #Microsoft #http://t.co/TMUrucvW certified now!! http://t.co/3Qr7XoCy,2
Apparently fuzzball crashes on #iOS5. Congratulations @apple on another incompatible upgrade,1
Android 4.0 Ice Cream Sandwich is Here with a Google Nexus in new Avtar! http://t.co/mSWX6Eo6 #android #google #nexus #BigMAMA,2
Microsoft CEO says company got ""lucky"" when Yahoo deal fell apart #microsoft #steveballmer http://t.co/8fxt1ef8 #microsoft,2
Google is gonna need to do better than this to beat #iOS #Android #icecreamsandwich #Google http://t.co/tBNyX7p7,1
@apple PLEASE FIX #Siri!!!! She can't connect to your network!!!!!!!,1
RT @Saptha: When u dine with a customer u shoukd never explain abt solutions unless he ask M$ never lean the concept #microsoft #fail,1
#Microsoft trapt Google Toolbar uit #Skype http://t.co/m2jCbeJI #googletoolbar,2
#google #IceCreamSandwich #Samsung #Updates #Android | Galaxy Nexus with Ice Cream Sandwich: pictures http://t.co/3GC0UEPM,2
@KushKitty420 you #Facebook #twitter and the #tv are all #distractions whenever I wanna study ;(,2
#Microsoft presenta un teclado #touch sobre cualquier superficie http://t.co/mU1FdIhF,3
RT @TCMagazine: Microsoft talks about the Start menu search in Windows 8 http://t.co/P8Go0gkS #microsoft #search #start #windows8,2
#Microsoft to Slash its #Water Impact in Quincy Washington - http://t.co/0R5LMHZj,2
Suppose Microsoft Had Bought Siri? - Forbes http://t.co/ZRYNdhDi #apple #microsoft #siri #msft,2
Saludoss pa To' L@s Twitter@s Nocturn@s.. Jeje.. @elBellacoMusic Nose pero Ahoritaa me Sumbo Mas pal #Twitter q pal #Face..! #TadeModa ;),3
#Microsoft expande su plataforma de datos con #SQLServer2012. Los clientes tendrás más flexibilidad y escalabilidad. http://t.co/kNRjOflf,3
3 razones por las que #Twitter mejora la escritura: http://t.co/MBbzZGOR,3
yo @Apple va falloir faire quelque chose pour l'app vidéo. Le fait de pas pouvoir laisser la vidéo jouer en faisant autre chose &lt; diarrhée.,1
#Google has made search more #secure this change #encrypts your search queries and Google's result pages. Read more: http://t.co/Rnnjwo6r,0
iPads Replace Bound Playbooks on Some N.F.L. Teams http://t.co/2UXAWKwf @apple @nytimes,2
Vos mises à jour ne s'installent pas! Posez vos questions sur #Microsoft Windows Update sur le site de support ici: http://t.co/tazYoDb8 ^IT,2
Calling All #IceCreamSandwich Lovers | #Google & #Samsung Like in Hong Kong - A new look at what's new from Android http://t.co/lfpPk5Yk,2
RT @TravisDommert: Is leaving Steve's photo on the @apple home page what he would really want? In his honor...let's get back to innovati ...,2
#iCloud isn't all that useful except for the backup feature. I use #google for most of my syncing. #photostream is a mess. #ios5 #iphone4s,1
#Google's #Nexus really i wanna it now #Awesome,0
#Twitter (of),2
@chascouponmom @apple I get they are busy w/ the new phone but I just wanted to buy a stylus. they made me wait forever outside & never,1
So im about to make another #twitter account since this one fucked up,1
RT @JonJars: #twitter; for those statuses you'd never post on #facebook,2
@Apple Y U NO LET ME PRE-ORDER IPHONE 4S?,1
Lo mejor de #twitter sucede en la madruga cuando los continentes abrazan un no sé qué que a mí me falta.,3
#Microsoft to Require yearly #Sustainability Reporting by Vendors http://t.co/71Rm0QOT via @CaelusGreenRoom #CSR #GMIC,2
Ballmer mocks Android promises a “bunch of new” Nokia Windows Phones next week [video] http://t.co/euPPhD1w #microsoft #windows,2
Licentie vraag over #VMware #citrix #Microsoft #TrendMicro #Symantec #quest #Oracle #mcafee #desktopvirtualisatie #AppSense Ea @DataplusNL,3
Microsoft applies for celebrity search patent #microsoft #bing http://t.co/mfgQuZKU #neowin,2
Infinite digital dusting RT @VentureBeat: #Google releases an Infinite Digital Bookcase http://t.co/8m7gN6iN,2
Good morning #twitter.,2
RT @JDougyJ: hey @apple do you wanna fix my fucking playlist order you piece of shit,1
@Apple #iOS5 NONSTOP DROPPED CALLS&MUTE BUTTON RANDOMLY ACTIVATING&PERSON CANT HEAR ME PULL PHONE FROM EAR TO BE ON A ""MOBILE ME"" SCREEN,1
dear @apple please invent ""FaceTime Voicemails."" sincerely haendel balzora jr. #apple,2
AHHHH!!!!! FUCK IT!!! Goodnight!! #twitter,2
ZappTek iPDA v4.5.1 http://t.co/JBs0dUyq #ipad #microsoft #mp4,3
casual @romeo_nogtz se mete al #twitter y me deja hablando sola en el whatsapp,3
Salesperson at #soho @Apple store ""it doesn't matter how many people are lined up out front. They're not gonna get one"" #iphone4s,1
@apple Iphone's & Ipad's beautiful technology but alltogether mainly a marketing platform. It's obscure is'nt it? Apple lost it's touch.,1
#Google #Wallet in action http://t.co/ifVLo71k,2
