label;text
neg;Things that #heatmeup : when people put the # on facebookposts when they dont even have a #twitter. #getaclue
neg;Things that #heatmeup : when people put the # on facebookposts when they dont even have a #twitter. #getaclue
neg;#twitter is sooo trash ritenow with all dezz #highscoolmemories -__-
neg;#twitter is sooo trash ritenow with all dezz #highscoolmemories -__-
neg;#twitter is sooo trash ritenow with all dezz #highscoolmemories -__-
neg;#twitter is sooo trash ritenow with all dezz #highscoolmemories -__-
neu;AsiaClassifiedToday: Asian stocks rise on Europe debt plan hopes - Belleville News Democrat: ... http://t.co/RQhgAIBF #asia #google #ads
neu;AsiaClassifiedToday: Asian stocks rise on Europe debt plan hopes - Belleville News Democrat: ... http://t.co/RQhgAIBF #asia #google #ads
neu;AsiaClassifiedToday: Asian stocks rise on Europe debt plan hopes - Belleville News Democrat: ... http://t.co/RQhgAIBF #asia #google #ads
neu;AsiaClassifiedToday: Asian stocks rise on Europe debt plan hopes - Belleville News Democrat: ... http://t.co/RQhgAIBF #asia #google #ads
pos;@tas82011 Thnx. Isn't #Twitter pretty damn amazing! Hope yr enjoying it. Fast like you and I!
pos;@tas82011 Thnx. Isn't #Twitter pretty damn amazing! Hope yr enjoying it. Fast like you and I!
pos;@tas82011 Thnx. Isn't #Twitter pretty damn amazing! Hope yr enjoying it. Fast like you and I!
pos;@tas82011 Thnx. Isn't #Twitter pretty damn amazing! Hope yr enjoying it. Fast like you and I!
irr;Google y Samsung presentan oficialmente el Galaxy Nexus http://t.co/NKoXMfOi vía @xatakamovil #Google #Samsung #Galaxy #Android
irr;Google y Samsung presentan oficialmente el Galaxy Nexus http://t.co/NKoXMfOi vía @xatakamovil #Google #Samsung #Galaxy #Android
irr;Google y Samsung presentan oficialmente el Galaxy Nexus http://t.co/NKoXMfOi vía @xatakamovil #Google #Samsung #Galaxy #Android
irr;Google y Samsung presentan oficialmente el Galaxy Nexus http://t.co/NKoXMfOi vía @xatakamovil #Google #Samsung #Galaxy #Android
neg;bout to pull up... he see me on #twitter his ass gone flip
neu;bout to pull up... he see me on #twitter his ass gone flip
neu;bout to pull up... he see me on #twitter his ass gone flip
neu;bout to pull up... he see me on #twitter his ass gone flip
neu;Spot-Premiere: Microsoft feiert die Produktfamilie / Erste Arbeit von Crispin Porter & Bogusky: Micr... http://t.co/KKUAWLc7 #microsoft
irr;Spot-Premiere: Microsoft feiert die Produktfamilie / Erste Arbeit von Crispin Porter & Bogusky: Micr... http://t.co/KKUAWLc7 #microsoft
irr;Spot-Premiere: Microsoft feiert die Produktfamilie / Erste Arbeit von Crispin Porter & Bogusky: Micr... http://t.co/KKUAWLc7 #microsoft
irr;Spot-Premiere: Microsoft feiert die Produktfamilie / Erste Arbeit von Crispin Porter & Bogusky: Micr... http://t.co/KKUAWLc7 #microsoft
neg;@hbogo @apple - why don't you play nice and let me use HDMI from iPad? Pretty lame.
neg;@hbogo @apple - why don't you play nice and let me use HDMI from iPad? Pretty lame.
neg;@hbogo @apple - why don't you play nice and let me use HDMI from iPad? Pretty lame.
neg;@hbogo @apple - why don't you play nice and let me use HDMI from iPad? Pretty lame.
pos;How about @MattSloyer on the #twitter!
neu;How about @MattSloyer on the #twitter!
neu;How about @MattSloyer on the #twitter!
neu;How about @MattSloyer on the #twitter!
irr;Creo q cuando una persona ya no te quiere te borrade su #twitter
irr;Creo q cuando una persona ya no te quiere te borrade su #twitter
irr;Creo q cuando una persona ya no te quiere te borrade su #twitter
irr;Creo q cuando una persona ya no te quiere te borrade su #twitter
neu;AsiaClassifiedToday Asia Family Offices to Triple Lead Growth Citigroup Says - BusinessWeek... http://t.co/93f16E44 #asia #google #biz
neu;AsiaClassifiedToday Asia Family Offices to Triple Lead Growth Citigroup Says - BusinessWeek... http://t.co/93f16E44 #asia #google #biz
neu;AsiaClassifiedToday Asia Family Offices to Triple Lead Growth Citigroup Says - BusinessWeek... http://t.co/93f16E44 #asia #google #biz
neu;AsiaClassifiedToday Asia Family Offices to Triple Lead Growth Citigroup Says - BusinessWeek... http://t.co/93f16E44 #asia #google #biz
neg;#Pregunta...Pro y Contra del evento de #Google?
irr;#Pregunta...Pro y Contra del evento de #Google?
irr;#Pregunta...Pro y Contra del evento de #Google?
irr;#Pregunta...Pro y Contra del evento de #Google?
pos;#SEO Tip:Make sure that your important keywords have high keyword density in your pages #google #bing #yahoo
neu;#SEO Tip:Make sure that your important keywords have high keyword density in your pages #google #bing #yahoo
neu;#SEO Tip:Make sure that your important keywords have high keyword density in your pages #google #bing #yahoo
neu;#SEO Tip:Make sure that your important keywords have high keyword density in your pages #google #bing #yahoo
neu;Google To Begin Encrypting Searches & Outbound Clicks By Default With SSL Search http://t.co/C0Ykfjla #google #search
neu;Google To Begin Encrypting Searches & Outbound Clicks By Default With SSL Search http://t.co/C0Ykfjla #google #search
neu;Google To Begin Encrypting Searches & Outbound Clicks By Default With SSL Search http://t.co/C0Ykfjla #google #search
neu;Google To Begin Encrypting Searches & Outbound Clicks By Default With SSL Search http://t.co/C0Ykfjla #google #search
irr;Find more the best Maytag Washer Control Board deal.Check pric http://t.co/SNdkAg3e@Best @Apple @Peeler
neu;Find more the best Maytag Washer Control Board deal.Check pric http://t.co/SNdkAg3e@Best @Apple @Peeler
neu;Find more the best Maytag Washer Control Board deal.Check pric http://t.co/SNdkAg3e@Best @Apple @Peeler
neu;Find more the best Maytag Washer Control Board deal.Check pric http://t.co/SNdkAg3e@Best @Apple @Peeler
pos;Yessss! I'm lovin the iPhone update especially the slide down bar at top of screen =) good job @Apple.
pos;Yessss! I'm lovin the iPhone update especially the slide down bar at top of screen =) good job @Apple.
pos;Yessss! I'm lovin the iPhone update especially the slide down bar at top of screen =) good job @Apple.
pos;Yessss! I'm lovin the iPhone update especially the slide down bar at top of screen =) good job @Apple.
irr;"New mov: """"ショウケース@apple store 銀座"""" 記録 / starring:ichiro_ REPEAT PATTERN moda → http://t.co/kmJ0o1Ja"
irr;"New mov: """"ショウケース@apple store 銀座"""" 記録 / starring:ichiro_ REPEAT PATTERN moda → http://t.co/kmJ0o1Ja"
irr;"New mov: """"ショウケース@apple store 銀座"""" 記録 / starring:ichiro_ REPEAT PATTERN moda → http://t.co/kmJ0o1Ja"
irr;"New mov: """"ショウケース@apple store 銀座"""" 記録 / starring:ichiro_ REPEAT PATTERN moda → http://t.co/kmJ0o1Ja"
pos;me encanta sacarme dudas existenciales con respecto a la diferencia entre objetivamente y subjetivamente. GRACIAS #GOOGLE !
irr;me encanta sacarme dudas existenciales con respecto a la diferencia entre objetivamente y subjetivamente. GRACIAS #GOOGLE !
irr;me encanta sacarme dudas existenciales con respecto a la diferencia entre objetivamente y subjetivamente. GRACIAS #GOOGLE !
irr;me encanta sacarme dudas existenciales con respecto a la diferencia entre objetivamente y subjetivamente. GRACIAS #GOOGLE !
neu;#Microsoft #Cloud Microsoft - Capture the Cloud: ... through the Rookie Veteran and All-Star tiers provid... http://t.co/tnxYUxvA #TCN
neu;#Microsoft #Cloud Microsoft - Capture the Cloud: ... through the Rookie Veteran and All-Star tiers provid... http://t.co/tnxYUxvA #TCN
neu;#Microsoft #Cloud Microsoft - Capture the Cloud: ... through the Rookie Veteran and All-Star tiers provid... http://t.co/tnxYUxvA #TCN
neu;#Microsoft #Cloud Microsoft - Capture the Cloud: ... through the Rookie Veteran and All-Star tiers provid... http://t.co/tnxYUxvA #TCN
neu;#google #IceCreamSandwich #Samsung #Updates #Android | Galaxy Nexus with Ice Cream Sandwich: pictures http://t.co/lfpPk5Yk
neu;#google #IceCreamSandwich #Samsung #Updates #Android | Galaxy Nexus with Ice Cream Sandwich: pictures http://t.co/lfpPk5Yk
neu;#google #IceCreamSandwich #Samsung #Updates #Android | Galaxy Nexus with Ice Cream Sandwich: pictures http://t.co/lfpPk5Yk
neu;#google #IceCreamSandwich #Samsung #Updates #Android | Galaxy Nexus with Ice Cream Sandwich: pictures http://t.co/lfpPk5Yk
neg;Personallyi dont have time for that and dont really care about what everyone in the world on #facebook and #twitter care about how i look.
neu;Personallyi dont have time for that and dont really care about what everyone in the world on #facebook and #twitter care about how i look.
neu;Personallyi dont have time for that and dont really care about what everyone in the world on #facebook and #twitter care about how i look.
neu;Personallyi dont have time for that and dont really care about what everyone in the world on #facebook and #twitter care about how i look.
neu;is #google the next innovators ?
neu;is #google the next innovators ?
neu;is #google the next innovators ?
neu;is #google the next innovators ?
pos;I'm amazed at how siri has changed the way I use my phone. I had no idea it would be this good and it's still in beta. Good job @apple. Wow
pos;I'm amazed at how siri has changed the way I use my phone. I had no idea it would be this good and it's still in beta. Good job @apple. Wow
pos;I'm amazed at how siri has changed the way I use my phone. I had no idea it would be this good and it's still in beta. Good job @apple. Wow
pos;I'm amazed at how siri has changed the way I use my phone. I had no idea it would be this good and it's still in beta. Good job @apple. Wow
neu;@apple store #Towson waiting at Genius bar - huge crowd waiting for #iPhone 4s @michaelmark @nicolelil http://t.co/x92sweCh
neu;@apple store #Towson waiting at Genius bar - huge crowd waiting for #iPhone 4s @michaelmark @nicolelil http://t.co/x92sweCh
neu;@apple store #Towson waiting at Genius bar - huge crowd waiting for #iPhone 4s @michaelmark @nicolelil http://t.co/x92sweCh
neu;@apple store #Towson waiting at Genius bar - huge crowd waiting for #iPhone 4s @michaelmark @nicolelil http://t.co/x92sweCh
neg;RT @MyHoopDreams: Im Chillin Man Trying To Stay #Humble Its Just Hard When Niggas Hatin And Pump Fakin Via #Twitter
neu;RT @MyHoopDreams: Im Chillin Man Trying To Stay #Humble Its Just Hard When Niggas Hatin And Pump Fakin Via #Twitter
neu;RT @MyHoopDreams: Im Chillin Man Trying To Stay #Humble Its Just Hard When Niggas Hatin And Pump Fakin Via #Twitter
neu;RT @MyHoopDreams: Im Chillin Man Trying To Stay #Humble Its Just Hard When Niggas Hatin And Pump Fakin Via #Twitter
neg;@ammmylewis... Did @CarsonFratus just ditch Twitter for sleep?? #Weirdo... #TwitterSleep
neu;@ammmylewis... Did @CarsonFratus just ditch Twitter for sleep?? #Weirdo... #TwitterSleep
neg;@ammmylewis... Did @CarsonFratus just ditch Twitter for sleep?? #Weirdo... #TwitterSleep
neg;@ammmylewis... Did @CarsonFratus just ditch Twitter for sleep?? #Weirdo... #TwitterSleep
irr;#Google lanza #Android 4.0 http://t.co/NZ494v4h también conocido como Ice Cream Sandwich y Samsung lanza el Galaxy #Nexus
irr;#Google lanza #Android 4.0 http://t.co/NZ494v4h también conocido como Ice Cream Sandwich y Samsung lanza el Galaxy #Nexus
irr;#Google lanza #Android 4.0 http://t.co/NZ494v4h también conocido como Ice Cream Sandwich y Samsung lanza el Galaxy #Nexus
irr;#Google lanza #Android 4.0 http://t.co/NZ494v4h también conocido como Ice Cream Sandwich y Samsung lanza el Galaxy #Nexus
pos;RT @aDUBatSDUB: #facebook #Twitter  #spongebob #nirvana. Great way to spend the night. :D
neu;RT @aDUBatSDUB: #facebook #Twitter  #spongebob #nirvana. Great way to spend the night. :D
neu;RT @aDUBatSDUB: #facebook #Twitter  #spongebob #nirvana. Great way to spend the night. :D
neu;RT @aDUBatSDUB: #facebook #Twitter  #spongebob #nirvana. Great way to spend the night. :D
neu;In front of the @apple store. So many blue shirts I feel like I'm at a smurf reunion. #iPhone4S
pos;In front of the @apple store. So many blue shirts I feel like I'm at a smurf reunion. #iPhone4S
neu;In front of the @apple store. So many blue shirts I feel like I'm at a smurf reunion. #iPhone4S
neu;In front of the @apple store. So many blue shirts I feel like I'm at a smurf reunion. #iPhone4S
irr;Pearson и Google запускают открытую систему дистанционного обучения http://t.co/YglYrzWj #google
irr;Pearson и Google запускают открытую систему дистанционного обучения http://t.co/YglYrzWj #google
irr;Pearson и Google запускают открытую систему дистанционного обучения http://t.co/YglYrzWj #google
irr;Pearson и Google запускают открытую систему дистанционного обучения http://t.co/YglYrzWj #google
pos;@alexbabb9 Alexthe_ASSholeBabb should be your new #Twitter name
neg;@alexbabb9 Alexthe_ASSholeBabb should be your new #Twitter name
neu;@alexbabb9 Alexthe_ASSholeBabb should be your new #Twitter name
neu;@alexbabb9 Alexthe_ASSholeBabb should be your new #Twitter name
neu;#Microsoft extends revenue guarantees to Yahoo: Yahoo disclosed today that Microsoft extended… http://t.co/NWLalDdd
neu;#Microsoft extends revenue guarantees to Yahoo: Yahoo disclosed today that Microsoft extended… http://t.co/NWLalDdd
neu;#Microsoft extends revenue guarantees to Yahoo: Yahoo disclosed today that Microsoft extended… http://t.co/NWLalDdd
neu;#Microsoft extends revenue guarantees to Yahoo: Yahoo disclosed today that Microsoft extended… http://t.co/NWLalDdd
neu;#Google+
neu;#Google+
irr;#Google+
neu;#Google+
pos;The folks at @apple are awesome! So glad I a #mactard
pos;The folks at @apple are awesome! So glad I a #mactard
pos;The folks at @apple are awesome! So glad I a #mactard
pos;The folks at @apple are awesome! So glad I a #mactard
neu;buenas noches #Twitter W:
irr;buenas noches #Twitter W:
irr;buenas noches #Twitter W:
irr;buenas noches #Twitter W:
pos;@NattaliaAlba mejor consulta ana y mia en #google hahahha(:
irr;@NattaliaAlba mejor consulta ana y mia en #google hahahha(:
irr;@NattaliaAlba mejor consulta ana y mia en #google hahahha(:
irr;@NattaliaAlba mejor consulta ana y mia en #google hahahha(:
pos;I would like to thank #twitter for being here when I was bored sad  mad happy and every other mood . Now twitter is a true friend .!
pos;I would like to thank #twitter for being here when I was bored sad  mad happy and every other mood . Now twitter is a true friend .!
pos;I would like to thank #twitter for being here when I was bored sad  mad happy and every other mood . Now twitter is a true friend .!
pos;I would like to thank #twitter for being here when I was bored sad  mad happy and every other mood . Now twitter is a true friend .!
pos;Lol bet that Android couldnt do that RT @ceejay3k: I promise this iPhone been at 1% battery for the last 3 hours. I see you @apple.
pos;Lol bet that Android couldnt do that RT @ceejay3k: I promise this iPhone been at 1% battery for the last 3 hours. I see you @apple.
neu;Lol bet that Android couldnt do that RT @ceejay3k: I promise this iPhone been at 1% battery for the last 3 hours. I see you @apple.
pos;Lol bet that Android couldnt do that RT @ceejay3k: I promise this iPhone been at 1% battery for the last 3 hours. I see you @apple.
neu;#Twitter Buzz Builds for the #Occupy_Wall_Street Movement [CHARTS] http://t.co/znFYtK9P @mashable #social
neu;#Twitter Buzz Builds for the #Occupy_Wall_Street Movement [CHARTS] http://t.co/znFYtK9P @mashable #social
neu;#Twitter Buzz Builds for the #Occupy_Wall_Street Movement [CHARTS] http://t.co/znFYtK9P @mashable #social
neu;#Twitter Buzz Builds for the #Occupy_Wall_Street Movement [CHARTS] http://t.co/znFYtK9P @mashable #social
pos;2nd @apple genius apptment running late 2nd day in row for 2nd dodgy iPod . You make mega $$$ hire some staff.
neu;2nd @apple genius apptment running late 2nd day in row for 2nd dodgy iPod . You make mega $$$ hire some staff.
neg;2nd @apple genius apptment running late 2nd day in row for 2nd dodgy iPod . You make mega $$$ hire some staff.
neg;2nd @apple genius apptment running late 2nd day in row for 2nd dodgy iPod . You make mega $$$ hire some staff.
irr;RT @Eleconomistanet: Impulsor de #Facebook Sean #Parker resta importancia a la amenaza de #Google http://t.co/EnQtXsfv
irr;RT @Eleconomistanet: Impulsor de #Facebook Sean #Parker resta importancia a la amenaza de #Google http://t.co/EnQtXsfv
irr;RT @Eleconomistanet: Impulsor de #Facebook Sean #Parker resta importancia a la amenaza de #Google http://t.co/EnQtXsfv
irr;RT @Eleconomistanet: Impulsor de #Facebook Sean #Parker resta importancia a la amenaza de #Google http://t.co/EnQtXsfv
neu;@dyanna299 you mean like Muhaimin @apple.com?
neu;@dyanna299 you mean like Muhaimin @apple.com?
neu;@dyanna299 you mean like Muhaimin @apple.com?
neu;@dyanna299 you mean like Muhaimin @apple.com?
irr;RT @codebit_org: Halo: Combat Evolved Anniversary #Microsoft explica cómo funcionarán el remake de #Halo y #Kinect http://t.co/moc3ofex
neu;RT @codebit_org: Halo: Combat Evolved Anniversary #Microsoft explica cómo funcionarán el remake de #Halo y #Kinect http://t.co/moc3ofex
irr;RT @codebit_org: Halo: Combat Evolved Anniversary #Microsoft explica cómo funcionarán el remake de #Halo y #Kinect http://t.co/moc3ofex
irr;RT @codebit_org: Halo: Combat Evolved Anniversary #Microsoft explica cómo funcionarán el remake de #Halo y #Kinect http://t.co/moc3ofex
neu;#Android #Google Galaxy Nexus Press Release http://t.co/JKrzYGBO #DhilipSiva
neu;#Android #Google Galaxy Nexus Press Release http://t.co/JKrzYGBO #DhilipSiva
neu;#Android #Google Galaxy Nexus Press Release http://t.co/JKrzYGBO #DhilipSiva
neu;#Android #Google Galaxy Nexus Press Release http://t.co/JKrzYGBO #DhilipSiva
neg;#twitter off'
neg;#twitter off'
neu;#twitter off'
neg;#twitter off'
irr;La démo de Dance Central 2 est disponible http://t.co/4iA3k1Ab #Microsoft #Xbox360 #jeux #demo
irr;La démo de Dance Central 2 est disponible http://t.co/4iA3k1Ab #Microsoft #Xbox360 #jeux #demo
neu;La démo de Dance Central 2 est disponible http://t.co/4iA3k1Ab #Microsoft #Xbox360 #jeux #demo
irr;La démo de Dance Central 2 est disponible http://t.co/4iA3k1Ab #Microsoft #Xbox360 #jeux #demo
pos;@apple should make Siri avalible for all devices not exclusive to the iPhone 4S
neg;@apple should make Siri avalible for all devices not exclusive to the iPhone 4S
neg;@apple should make Siri avalible for all devices not exclusive to the iPhone 4S
neg;@apple should make Siri avalible for all devices not exclusive to the iPhone 4S
pos;Just downloaded IOS 5. It's better than I expected! #thankyou @apple
pos;Just downloaded IOS 5. It's better than I expected! #thankyou @apple
pos;Just downloaded IOS 5. It's better than I expected! #thankyou @apple
pos;Just downloaded IOS 5. It's better than I expected! #thankyou @apple
pos;@Wisconsin_Mommy @Apple I'd totally email the company... I always get great service at our @Apple store!
pos;@Wisconsin_Mommy @Apple I'd totally email the company... I always get great service at our @Apple store!
pos;@Wisconsin_Mommy @Apple I'd totally email the company... I always get great service at our @Apple store!
pos;@Wisconsin_Mommy @Apple I'd totally email the company... I always get great service at our @Apple store!
pos;FreeSoftwareFoundation publicly warns of danger of implementing #Microsoft #Restrictedboot w/o #UEFI http://t.co/NASQbmaT #anonymous #USDOR
neu;FreeSoftwareFoundation publicly warns of danger of implementing #Microsoft #Restrictedboot w/o #UEFI http://t.co/NASQbmaT #anonymous #USDOR
neg;FreeSoftwareFoundation publicly warns of danger of implementing #Microsoft #Restrictedboot w/o #UEFI http://t.co/NASQbmaT #anonymous #USDOR
neu;FreeSoftwareFoundation publicly warns of danger of implementing #Microsoft #Restrictedboot w/o #UEFI http://t.co/NASQbmaT #anonymous #USDOR
neu;#Microsoft Bing is The New King of Search Tipped #Google Search http://t.co/61OgLIKA
neg;#Microsoft Bing is The New King of Search Tipped #Google Search http://t.co/61OgLIKA
pos;#Microsoft Bing is The New King of Search Tipped #Google Search http://t.co/61OgLIKA
neu;#Microsoft Bing is The New King of Search Tipped #Google Search http://t.co/61OgLIKA
pos;#Google's like my wife - searches things for me and completes my sentences.
neu;#Google's like my wife - searches things for me and completes my sentences.
pos;#Google's like my wife - searches things for me and completes my sentences.
pos;#Google's like my wife - searches things for me and completes my sentences.
neu;RT @NeowinFeed: Android 4.0 Ice Cream Sandwich announcement round-up #android #google http://t.co/L5m9uwD7 #neowin
neu;RT @NeowinFeed: Android 4.0 Ice Cream Sandwich announcement round-up #android #google http://t.co/L5m9uwD7 #neowin
neu;RT @NeowinFeed: Android 4.0 Ice Cream Sandwich announcement round-up #android #google http://t.co/L5m9uwD7 #neowin
neu;RT @NeowinFeed: Android 4.0 Ice Cream Sandwich announcement round-up #android #google http://t.co/L5m9uwD7 #neowin
irr;G#Music Unites #Google Music with #Apple iOS [#Apps] http://t.co/S8V8vfmh
neu;G#Music Unites #Google Music with #Apple iOS [#Apps] http://t.co/S8V8vfmh
neu;G#Music Unites #Google Music with #Apple iOS [#Apps] http://t.co/S8V8vfmh
neu;G#Music Unites #Google Music with #Apple iOS [#Apps] http://t.co/S8V8vfmh
neu;RT @twandroid: Nouveau layout pour la Galerie qui est en forme de magazine #google #nexusprime
neu;RT @twandroid: Nouveau layout pour la Galerie qui est en forme de magazine #google #nexusprime
neu;RT @twandroid: Nouveau layout pour la Galerie qui est en forme de magazine #google #nexusprime
neu;RT @twandroid: Nouveau layout pour la Galerie qui est en forme de magazine #google #nexusprime
neg;@amaboura the entreprise version of #Microsoft #office365 is not available yet in #Algeria i guess
neu;@amaboura the entreprise version of #Microsoft #office365 is not available yet in #Algeria i guess
neg;@amaboura the entreprise version of #Microsoft #office365 is not available yet in #Algeria i guess
neg;@amaboura the entreprise version of #Microsoft #office365 is not available yet in #Algeria i guess
irr;Android Beam panorama Gmail offline lockscreen contacts facial recognition unlock... #IceCreamSandwich #NexusPrime #Google
neu;Android Beam panorama Gmail offline lockscreen contacts facial recognition unlock... #IceCreamSandwich #NexusPrime #Google
neu;Android Beam panorama Gmail offline lockscreen contacts facial recognition unlock... #IceCreamSandwich #NexusPrime #Google
neu;Android Beam panorama Gmail offline lockscreen contacts facial recognition unlock... #IceCreamSandwich #NexusPrime #Google
neu;now watching live stream of #Google new mobile #Nexus
neu;now watching live stream of #Google new mobile #Nexus
neu;now watching live stream of #Google new mobile #Nexus
neu;now watching live stream of #Google new mobile #Nexus
pos;Eres mil Veces mejor #Twitter :D
irr;Eres mil Veces mejor #Twitter :D
irr;Eres mil Veces mejor #Twitter :D
irr;Eres mil Veces mejor #Twitter :D
irr;Los psicólogos se están quedando sin pacientes el #twitter se los está robando..
irr;Los psicólogos se están quedando sin pacientes el #twitter se los está robando..
irr;Los psicólogos se están quedando sin pacientes el #twitter se los está robando..
irr;Los psicólogos se están quedando sin pacientes el #twitter se los está robando..
neu;Come to the dark side 📱“@gretcheneclark: Hey @apple if you send me a free iPhone I will publicly and ceremoniously burn my #BlackBerry.”
neu;Come to the dark side 📱“@gretcheneclark: Hey @apple if you send me a free iPhone I will publicly and ceremoniously burn my #BlackBerry.”
pos;Come to the dark side 📱“@gretcheneclark: Hey @apple if you send me a free iPhone I will publicly and ceremoniously burn my #BlackBerry.”
neu;Come to the dark side 📱“@gretcheneclark: Hey @apple if you send me a free iPhone I will publicly and ceremoniously burn my #BlackBerry.”
neg;@robert_terpstra no worries bud ps: they're saying that the 4s is having a lot of network issues right now. (I'm @apple for mac problems)
neg;@robert_terpstra no worries bud ps: they're saying that the 4s is having a lot of network issues right now. (I'm @apple for mac problems)
neg;@robert_terpstra no worries bud ps: they're saying that the 4s is having a lot of network issues right now. (I'm @apple for mac problems)
neg;@robert_terpstra no worries bud ps: they're saying that the 4s is having a lot of network issues right now. (I'm @apple for mac problems)
neu;I had my #Twitter account for like 3 years now.....and I only made 4783 tweets? o_O
neu;I had my #Twitter account for like 3 years now.....and I only made 4783 tweets? o_O
neu;I had my #Twitter account for like 3 years now.....and I only made 4783 tweets? o_O
neu;I had my #Twitter account for like 3 years now.....and I only made 4783 tweets? o_O
irr;Android Ice Cream Sandwich adds Face Unlock feature http://t.co/45HxZE0o #Tech #google
neu;Android Ice Cream Sandwich adds Face Unlock feature http://t.co/45HxZE0o #Tech #google
neu;Android Ice Cream Sandwich adds Face Unlock feature http://t.co/45HxZE0o #Tech #google
neu;Android Ice Cream Sandwich adds Face Unlock feature http://t.co/45HxZE0o #Tech #google
neu;Bill Gates llamado a declarar por un antiguo caso de... http://t.co/wFrUi1nN #Wordperfect #Windows_95 #Microsoft #Novell #Bill_Gates
irr;Bill Gates llamado a declarar por un antiguo caso de... http://t.co/wFrUi1nN #Wordperfect #Windows_95 #Microsoft #Novell #Bill_Gates
irr;Bill Gates llamado a declarar por un antiguo caso de... http://t.co/wFrUi1nN #Wordperfect #Windows_95 #Microsoft #Novell #Bill_Gates
irr;Bill Gates llamado a declarar por un antiguo caso de... http://t.co/wFrUi1nN #Wordperfect #Windows_95 #Microsoft #Novell #Bill_Gates
neu;How #Apple eclipsed #Microsoft. http://t.co/WU9bFI1h
neu;How #Apple eclipsed #Microsoft. http://t.co/WU9bFI1h
neu;How #Apple eclipsed #Microsoft. http://t.co/WU9bFI1h
neu;How #Apple eclipsed #Microsoft. http://t.co/WU9bFI1h
neu;Calling All #IceCreamSandwich Lovers | #Google & #Samsung Like in Hong Kong - A new look at what's new from Android http://t.co/rUkTyUJC
neu;Calling All #IceCreamSandwich Lovers | #Google & #Samsung Like in Hong Kong - A new look at what's new from Android http://t.co/rUkTyUJC
neu;Calling All #IceCreamSandwich Lovers | #Google & #Samsung Like in Hong Kong - A new look at what's new from Android http://t.co/rUkTyUJC
neu;Calling All #IceCreamSandwich Lovers | #Google & #Samsung Like in Hong Kong - A new look at what's new from Android http://t.co/rUkTyUJC
neu;#google Unwrapping Ice Cream Sandwich on the Galaxy Nexus http://t.co/YLRL4lZy
neu;#google Unwrapping Ice Cream Sandwich on the Galaxy Nexus http://t.co/YLRL4lZy
neu;#google Unwrapping Ice Cream Sandwich on the Galaxy Nexus http://t.co/YLRL4lZy
neu;#google Unwrapping Ice Cream Sandwich on the Galaxy Nexus http://t.co/YLRL4lZy
neu;#twitter is the last time I do this social networking thing
neu;#twitter is the last time I do this social networking thing
neg;#twitter is the last time I do this social networking thing
neu;#twitter is the last time I do this social networking thing
irr;Unwrapping Ice Cream Sandwich on the Galaxy Nexus: (Cross-posted on the Official Google blog)Bea... http://t.co/K10SvnNr #google #mobile
neu;Unwrapping Ice Cream Sandwich on the Galaxy Nexus: (Cross-posted on the Official Google blog)Bea... http://t.co/K10SvnNr #google #mobile
neu;Unwrapping Ice Cream Sandwich on the Galaxy Nexus: (Cross-posted on the Official Google blog)Bea... http://t.co/K10SvnNr #google #mobile
neu;Unwrapping Ice Cream Sandwich on the Galaxy Nexus: (Cross-posted on the Official Google blog)Bea... http://t.co/K10SvnNr #google #mobile
irr;#Google Google Event: Vorstellung des Samsung Galaxy Nexus (Caschys Blog): o3:30 klingelte mein Wecker. Googles ... http://t.co/QnVDVcMX
irr;#Google Google Event: Vorstellung des Samsung Galaxy Nexus (Caschys Blog): o3:30 klingelte mein Wecker. Googles ... http://t.co/QnVDVcMX
irr;#Google Google Event: Vorstellung des Samsung Galaxy Nexus (Caschys Blog): o3:30 klingelte mein Wecker. Googles ... http://t.co/QnVDVcMX
irr;#Google Google Event: Vorstellung des Samsung Galaxy Nexus (Caschys Blog): o3:30 klingelte mein Wecker. Googles ... http://t.co/QnVDVcMX
neu;What does it take to get a job at #Google? #recruiting http://t.co/eVjiH7oD
neu;What does it take to get a job at #Google? #recruiting http://t.co/eVjiH7oD
neu;What does it take to get a job at #Google? #recruiting http://t.co/eVjiH7oD
neu;What does it take to get a job at #Google? #recruiting http://t.co/eVjiH7oD
irr;"(High-tech)- Demain sur LNT: """"#Microsoft s'implique dans le développement socioéconomique"""" par @Joumany #twitoma #IT #blogoma"
neu;"(High-tech)- Demain sur LNT: """"#Microsoft s'implique dans le développement socioéconomique"""" par @Joumany #twitoma #IT #blogoma"
pos;"(High-tech)- Demain sur LNT: """"#Microsoft s'implique dans le développement socioéconomique"""" par @Joumany #twitoma #IT #blogoma"
irr;"(High-tech)- Demain sur LNT: """"#Microsoft s'implique dans le développement socioéconomique"""" par @Joumany #twitoma #IT #blogoma"
neu;#Microsoft discontinued product named #ENSEMBLE STUDIOS on October 14 2011. Review and comment: http://t.co/eJ8a2Msm
neu;#Microsoft discontinued product named #ENSEMBLE STUDIOS on October 14 2011. Review and comment: http://t.co/eJ8a2Msm
neu;#Microsoft discontinued product named #ENSEMBLE STUDIOS on October 14 2011. Review and comment: http://t.co/eJ8a2Msm
neu;#Microsoft discontinued product named #ENSEMBLE STUDIOS on October 14 2011. Review and comment: http://t.co/eJ8a2Msm
pos;Kind of excited. On my way to my last class right now and then going to the @Apple store so buy #MacOSC Snow Leopard and Lion :-)
