text,opinion
@paulbentleymelb @apple I think they call that profit-making 'genius',1
@apple in Austin: domain location - umbrellas are nice but being staffed properly would be better.,1
Siri is cool but more importantly handy and FUNNY. @Apple please configure it for Canada. What's with the racism EH?,1
tengo q ir a dormir pero no qiero xD #Twitter =D,3
Just walked in the door of the #Microsoft #kenyaopendoor conference...,2
i've been slackin on my #twitter game,2
Ballmer Feels Lucky Microsoft Didn't Buy Yahoo in 2008 http://t.co/mPZoilRs #microsoft,2
Camera app now has Panorama capabilities! #Google #Android #ICS,2
Apple have just announced they sold 4 million phones this weekend. Incredible. That recession continues to bite @apple #recession,0
Who else is on g+ ? Add for add? Let me know. #TFB #TAF #google+,2
RT @petapixel: iPhone 4S vs Canon 5D Mark II - A side-by-side comparison of 1080p HD video: http://t.co/qMyMIV7z &lt;&lt;@apple Wow!!,0
so #twitter who wants to buy me #lunch?,2
#Buffalo #Intel #Microsoft #IBM are the best pavilions at #SMAU,0
hey @apple I hate my computer i need a #mack wanna send me a free one.,0
RT @iPadPowerUsers On Google+ then go here http://t.co/1OGs2xA9 #GPlus #Googleplus #Google #teamfollowback #socialnetwork,2
¡#twitter Tribune está disponible! http://t.co/RBNiWUmI,2
Twitter's Thinking About Paying People to Tweet - Technology - http://t.co/zA9h5o5U #PayMe #Twitter,2
waiting for Jacob @fairview @apple storeee,2
RT @NielsMoelard: Ik zoek een paar nieuwe collega's. Interesse? Kijk op onze site voor actuele #Microsoft #vacatures bit.ly/phUYrg RT = ...,3
@TebanRk @criszambrano23 oí a estos menes ome cuando he dicho ""jajaja patos?"" en el #twitter?... Jamás!!,3
#twitter off,2
Yo no toy en #Twitter hoy ando cansada :/,3
I wishh #twitter would tell me who retweets my stuff.,2
RT @igobythenameofA: #Follow2gain #Followme #1000ADAY #TEAMFOLLOWBACK #twitter #200aday #500aday #Followme #f4f #ff #tl #INSTANFOLLOWBAC ...,3
Vers 1e +grde accessibilité o dernier outil #IT. C la new orientation stratégique ke prend #Microsoft #Maroc http://t.co/C864evTj #twittoma,2
@apple pratet om en versjon av iPod touch til barn. De ombestemte seg da tittelen nærmet seg #iTouch Kids.,3
And here's the run-down on #Android4.0 aka #IceCreamSandwich http://t.co/f1V3HJAe #google,2
The Great Tech War Of 2012 - http://t.co/OY8PuVhP #Apple #Facebook #Google #Amazon,2
A mimir!!!! Con el higado entrincado...! Bendita familia....!! :/ #twitter.off,3
~~~~&gt; RT @RealJaythoven #twitter and #Facebook gone get sumbody beat up mane everybody b so reckless,3
RT @twandroid: C'est quand même une conférence où on n'attend pas 1h30 pour avoir une nouveauté.... #google #nexusprime,1
#Google Android Ice Cream Sandwich OS http://t.co/VhntGols #technology #androidicecream #nexusprime #sandwichos,2
RT @twandroid: Possibilité de voir les mises à jour (un peu comme Sony Ericsson avec l'intégration Facebook) #google #nexusprime,2
Microsoft: “Şanslıyız ki Yahoo’yu satın almadık” - Bilgi Çağı http://t.co/0gAQ1FpQ aracılığıyla @bilgicagi #Microsoft #SteveBallmer #Yahoo,3
Financial Services track at partner summit 9 people in the room. And yet FS is such a lucrative channel #Microsoft #PartnerSummit,2
#Twitter #Melbourne #Business ""TWITTER 4 BUSINESS"" November 16 http://t.co/wiZ4omU0 @KingstonCC @KeithKeller,2
Parisian Love: How to impress a French? http://t.co/Nh81Cbqf #google,2
If #Microsoft had more interoperability between their products (Xbox 360 Windows 7 Windows Phone 7 Zune) I'd be a Windows Phone user.,2
#Google y #samsung tienen todo para romperla con #AndroidIceCreamSandwich #smartphoneNFC #GalaxyNexus,3
@Apple received 1m pre-orders in a single day for its new iPhone 4S #consumer_demand #steve_jobs,2
MS Outlook Quick Access Toolbar - How to customize - http://t.co/VzkEdZaC #tips #microsoft,2
good article about why @apple fucked it all up with lion and their future. http://t.co/zNDP9Vr6 #fb,1
RT @twandroid: Nouvelle application Contacts : les connections Linkedin Twitter.. sont enfin intégrées ! #google #nexusprime,2
#microsoft Microsoft cria sensor touchscreen através da roupa http://t.co/c4mop8OD #windows #tecnologia,3
Microsoft applies for celebrity search patent #microsoft #bing http://t.co/5LbarN3n,2
De regreso al mundo #Twitter,3
#seo #serps Ballmer: 70% Of The Time Google & Bing Are The Same So Try Bing! by @dannysullivan http://t.co/ZE9AiMYI #google #yahoo #bing,0
GN #Twitter Homies,2
Too many iPhones. @apple @dcoult #FirstWorldProblems http://t.co/Ck4yfFSY,1
@BADDchikkENT See What I Mean #Twitter o_O,3
@Apple erneut im Fadenkreuz - Umweltverschmutzung? @Apple -Zulieferer muss Produktion stoppen http://t.co/aH9KgrLY,3
#TeamFollowBack #TFB #MustFollow #MF #FollowNow #FN #FollowFriday #FF #IFB #Twitter #Follow @all3rgict0y0u @yibumsuk @DatFix @Alleyupi,3
RT vers @FuturKing &gt; @FTTank Voici un très bon résumé de l'annonce du #GalaxyNexus de #Google http://t.co/ueCURyDX,2
#ai #google #ai #samsung,2
Found out the hard way today that @webex does not work with @apple ios5 yet when you are following a link for a meeting..,1
New Microsoft Security Essentials v2.1 Released with updated Antimalware Engine http://t.co/2etgYjEZ #Microsoft #SecurityEssentials #Windows,2
On Google+ then go here http://t.co/oTBwkxo9 #GPlus #Googleplus #Google #teamfollowback #socialnetwork,2
RT @OliPalko: RT @ishpconsult Der langsame Tod von SEO #Google -Suche für eingeloggte User verschlüsselt - http://t.co/SSdxjoWd,3
#microsoft #SBS 2011 disabling third party software #updates via #gpo,2
What's up #twitpeeps? How's every @apple user liking iOS 5?,2
“@rianru: #Google представит новую версию #Android 4.0 http://t.co/ttgycujs” #Vfacebook,3
Gartner BI 2011: Microsoft and Oracle! http://t.co/ujN5j8dW #Gartner #BI # Oracle #Microsoft,2
RT: Collobrate and present. New version of Google presentations. http://t.co/xmF34T27 VIA @googledownunder #google #googlepresentations,2
From it's laughable file: #google will #encrypt #search results BUT only if U have ""logged in"" so they can maximize their #data #collection!,1
Ever since the Mango update my phone is chewing through its battery like nobody's business... Coincidence or real issue? #WP7 #Microsoft,1
#Android #Google Android 4.0 Platform and Updated SDK Tools http://t.co/0jRKtQ2S #DhilipSiva,2
RT @danysaadia: @ATTCustomerCare @att @apple I already have an iPhone 4 with an ATT contract. Can I buy a factory UNLOCKED iPhone 4S wit ...,2
@apple give me my apps back!!!,1
A los interesados pueden seguir la presentación stream de #google y #samsung sobre lo nuevo de #android,3
Microsoft CEO says company got ""lucky"" when Yahoo deal fell apart #microsoft #steveballmer: Microsoft CEO Steve ... http://t.co/Zyetras0,2
My 3 biggest obsessions: #twitter #dancemoms and #desperatehousewives. &lt;3,0
The Samsung Galaxy Nexus and Ice Cream Sandwich are sick! #android #icecreamsandwich #google,1
Bom vou fechar esse #Twitter porque ele está roubando os meus assuntos ¬¬,3
@HOLLYcash mann u can have ah olelady but them hoes for everybody son I been doin dis u stop catchin feelings its #twitter,3
#Android #Google Video: Google’s Nexus site updated with new device and ICS features http://t.co/rZBmyLTV #DhilipSiva,2
Increase your #twitter followers and or your #fan count via -http://bit.ly/qMc4K7,2
Hasta mañana #Twitter,3
@chefreggie06 @rolandsmartin @Apple get ready Tampa Bay the Martin's are coming to town! Bring it on Buccaneers!,2
Saints Row: The Third and doughnuts for dinner http://t.co/tZm4fD4w #microsoft #pc,2
Today's headline: @apple reports lower 4Q earnings. Headline in 3 months: @Apple reports record Q1 earnings.,2
#Microsoft vi aspetta a #SMAU dal 19 al 21 ottobre http://t.co/lDhDVeWx venite a trovarci! Siamo al Pad. 4 Stand A23,3
Some people take themselves way too seriously...especially on #Twitter. It's amusing...to say the least. Bless your heart...,1
wanted to say nite #twitter,2
@apple why is my iPhone battery so crappy #fail,1
RT @twandroid: Le panorama est très sympa et peut être coupé à tout moment #google #nexusprime,0
RT @SomalyMam: You follow me on #twitter Like my #Foundation on #facebook http://t.co/acaP03y9! Together we can stop #humantrafficking,2
Tendremos nueva interfaz de #google #calendar,3
#Microsoft arrogance again - Ballmer says you need to be a computer scientist to use #Android http://t.co/6PHh3Jb6,1
Need to study vocabb :/ #twitter addicted,0
Now it's time for some Ice Cream Sandwich! #Samsung launched it's latest Android Galaxy Nexus phone powered by #Google,2
Steve Ballmer: Bunch of new Nokia Windows Phones coming next week http://t.co/8F2FVygU via @esphoneblog #wp7 #nokia #microsoft,2
Saw that @apple is covered with msgs 4 steve jobs. Nice to kno ppl r still saying #thankyousteve,0
Tweet tweet #twitter,3
On Google+ then go here http://t.co/63B8wYPw #GPlus #Googleplus #Google #teamfollowback #socialnetwork,2
RT @centroandroid: #Google presenta #Android Beam una nueva forma de compartir por NFC http://t.co/lofb8HCJ,3
el #twitter es demasiado adictivo $:,3
Mit Ihrem Feedback #TechNet verbessern: http://t.co/vGCoTK8z #microsoft,3
#Google #Samsung unveil Ice Cream Sandwich-powered Galaxy Nexus http://t.co/qtiCdIvd via @CNET #Android,2
Turns out my computer isn't as fixed as it is meant to be. Fuck you @Apple I'm going back to your Genius Bar to complain. #annoyed,1
RT @MonicaaC_: Damn tired! .. Need some rest! Night #twitter,2
Developers: Let Microsoft Market Your App for Windows Phone http://t.co/QZUqhCxx #wp7 #wp7dev #windowsphone #Microsoft #Marketplace,2
RT @ThBenkoe: hey @apple! dass man selektiv keine einzelnen fotos (peinliche überflüssige etc.) aus dem fotostream löschen kann ist do ...,3
Addicted to this new game #tripletown on #Google+,0
#Skype often crashing: #microsoft what are you doing?,1
#microsoft inizia a creare un ponte tra il digitale e la fisica. Incredibile. http://t.co/9yZ1vU5f,3
RT @netteo81: RT @nine_oh SIMPLY DA BEST ON #TWITTER MY TWEEPS @jbdancingmachin @EpicQuotesOrg @gowhitedawg (cont) http://t.co/rcpe86Bw,0
RT @teresarod: Tengo lo que a mi me basta para ser feliz #(8) #twitter OFF como? No sabia!!,3
Perry ricks @Apple @Lenox http://t.co/9kYgOvB1,2
Hide the women and children break out the guns #Google is going to encrypt your searches by default! http://t.co/2VbCGLgp #SEO,2
Para los que tenemos un #GalaxySII no se preocupen... está 99% confirmado que tendremos #Android 4.0 en este GRANDIOSO terminal. #Google,3
@Angelique_lique yooo my nigga i sooo blowed i forgot bout #twitter but im bkkkkkk,2
#twitter I hope all of you never stop dreaming! Because dreams fuel your soul! I love dreaming big and seeing what happens!,2
So @apple the new iMessage is great and all but is there a way to default to SMS when I'm not on wifi? I have limited data.,2
#google #galaxynexus #icecream great,0
#Microsoft lanza sitio oficial de #Skype http://t.co/QVrWRIyd,3
WOW the new #Google #Nexus is just beautiful. totally gonna boost google's market share in the smart phone market.,0
#Google Buzz to the junkyard along with four other services including Jaiku http://t.co/lm79ZlWA &gt; liked Jaiku,2
http://t.co/Pl4ZeEvH - Ice Cream Sandwich to stop carriers bullying smartphone users #google #android http://t.co/BgKiMGJF,2
RT @twandroid: La prise de captures d'écran est officialisée !!!!!! #google #nexusprime,2
RT @DKhazhintsev: Губернатор @VShport рассказывает про #twitter #Хабаровск,3
www.geoloco.tv - #Geoloco future of tech brands ads in location revolution - 11-3 San Francisco - keynotes #Google #Facebook #Starbucks,2
I hate #Microsoft PowerPoint!,1
Calling All #IceCreamSandwich Lovers | #Google & #Samsung Like in Hong Kong - A new look at what's new from Android http://t.co/8fiwDhcC,2
Ahora no sé por qué me alejé de #Twitter!! Dv8,3
#GOOGLE me if u dnt understand me Ơ̴̴͡.̮Ơ̴̴̴͡,2
RT @JohanBlok: #Smartsite prijsmodel voor #Microsoft #Azure cloud afgerond. Volgende week eerste site live in the cloud?,3
Un teclado táctil sobre cualquier superficie · http://t.co/596vTdrm http://t.co/zhyeGWaZ #Microsoft #Tecnologia,3
i see the #microsoft #lync 64-bit installer still tries to install to C:\Program Files (x86),2
ugh! @apple you’re reservation page for the iPhone is NOT working.,1
Waiting at end of 20 person line after checking in on time for my ""genius bar"" appt. @apple store...I do not find this system ""genius"" #FAIL,1
""Hay que darse prisa en conocer el fenómeno web... Acabará en tres ... - El… http://t.co/ynksEeUN #google,3
no dijeron si #ICS estara para el galaxy s1 T_T RT @AndrotekRD: #Pregunta...Pro y Contra del evento de #Google?,3
RT @MSFTDynamicsERP: Time to learn inspire and innovate at the #Microsoft Dynamics #AX2012 EMEA Tech Conference http://t.co/bzX4UE6K # ...,2
#ALG Iniciamos formación #Microsoft M-6292. Éxitos a los participantes! El conocimiento crece cuando se comparte. www.alg.net.ve,3
is oxycodone and nyquil a bad mix? lol .. I don't think so but.. #ineedadoctor and I'm to lazy to use #google,3
Bonjour #twitter reveil trés difficile pour ma part.. !,2
But fb still sucks &amp; #twitter beats it anyday!,1
Goodnight #twitter see you in the morning for another #successful day!,2
sail phoenix next stop----&gt; after quimera rock @apple house,3
#Google introduce new Android tablet called 'Ice Cream Sandwich'? I'm a #Singaporean and I'm (very) confused.,2
@apple must be launching a #searchengine - imminent surely. #AppleSearch #AppleCore #bigapple haha! Please be the latter,2
Need to update my apps. ): my apple ID is disabled.. Don't know what to do.. @apple @AppStore @itunes @Siri_Assistant,1
RT @StevenBouquet: BREKEND: #Microsoft en #Linux nu beiden in de aanbieding! http://t.co/oyeqR80p,3
RT @hofmania: I just paid someone to wait in line at the @apple store this morning for me on @zaarly #putapriceonconvenience #iphone htt ...,2
Ah Steve Ballmer..! Altijd goed voor een fijn lachmomentje: http://t.co/zD14Sy6e #microsoft #iphone #mango #android #ios #apple #google,3
#Android #Google Download: Android 4.0 Ice Cream Sandwich SDK System Dump http://t.co/VyyAsBM6 #DhilipSiva,2
it runs the world #twitter,2
#microsoft,2
#Microsoft’s Ballmer: Android phones are boring overcomplicated http://t.co/xyM8fxD0 via @BGR,1
Check out our podacst regarding Sugar's Edge In Tems Of Database Structure http://t.co/Qv4DAw7A #Microsoft CRM,2
GMusic Unites #Google #Music with #Apple iOS [#Apps] http://t.co/R0ih6ePa #republished,2
I love @apple & I love my phone.. but ever since this damn update my texts keep saying they're full when there are none & that's a PROBLEM!!,1
HABER FACEBOOK por que no entretienes a tu gente para que ya no se nos vaya #TWITTER tanta plebe ¬¬,3
Goodnight everyone #twitter off,2
#HEUTE - #Microsoft #Office #2010 Home & Student Product Key Card [1 User] - statt 149€ nur 89 99€ - http://t.co/YLlITFAt,3
#Microsoft #OmniTouch: Convirtiendo cualquier superficie en una “pantalla táctil” http://t.co/7FvZ0IIq,3
CES 2012 Keynotes erneut mit erstklassiger Besetzung (http://t.co/0R0ULAPk) #ces #Daimler #Microsoft,3
#Google has been released #Android 4.0 platform http://t.co/mvdCD0v8,2
•Take Off Make up • Say A Little More On #twitter • Go to Sleep &lt;3 like my plan?(;,2
New #HPVirtualSystem 4 #Microsoft enhances development deployment & mgmnt of IT http://t.co/Q3cbxvKb,2
#Android #Google Three UK to carry Samsung Galaxy Nexus http://t.co/Lt4m2HH4 #DhilipSiva,2
@chachasikes @iphone @apple on the iphone4s???,2
RT @ZiOu333: Et Sony se fait encore pirater !! C'est la fête du slip chez eux. Faudrai peut-être acheter un pare-feu ?! #Sony Vive #Micr ...,1
Como es posible que Motorola siga bloqueando los bootloaders de sus telefono. Merecen quebrar y con ellos #google. #MotoFAIL,3
#Galaxy #Nexus Officially Announced At Hong Kong Event http://t.co/wMy6LoCd #google,2
I can live without facebook. just #twitter and #tumblr and #youtube proven and tested. LOL give me back my facebook nowww! LOL,2
8am dentist appointment i really should be going to bed...#makesnomovetogetupfromcomputer #twitter,2
Just participated in another #Microsoft #SQLServer certification test with #TSQL typing instead of multiple choices. Really cool.,0
@boothelk did you know the first @apple home computer to use a mouse was called 'the lisa' ??,2
@Bonita1108 es pura envidia xq @Apple no te ha regalado nada con o sin fallas #VivaBlackBerry,3
RT @DarkoIvancevic: How #Google Ventures Chooses Which Startups Get Its $200 Million http://t.co/9WDpnVDR,2
iMessage doesn't show the time a message was sent annoying @apple,1
“@carlton858: I really hate dealing with the brain dead people at the @apple store. For such good products customer service sucks.” in NZ?,1
Avec OmniTouch faites de n'importe quelle surface un écran tactile http://t.co/kBP15kTt #Microsoft #OmniTouch,2
RT @meko2301: #Google #Android #ICS #IceCreamSandwich,2
Hey @apple the SMS full message is complete shit. Yes I'm annoyed.,1
#Microsoft store here I come to spend my hard earned cash. #vslive,2
#Oomf dnt start dis sh*t on #twitter,2
Niggas be in they feelings on #twitter hella funny,2
yo se q el pajarito de #twitter tanbien come maicillo XD,3
epic! #microsoft ich dachte echt das kann doch nur fake sein! ^^ http://t.co/T4vXmNO7,3
#Microsoft desarrolla una pantalla táctil proyectada sobre cualquier superficie http://t.co/3IrWp4ct vía @iHerreros,3
Microsoft - Hardware XBOX Produkte Spiele und Software http://t.co/qWaNQyCF Profitieren Sie von den zahlreichen Vorte #Hardware #Microsoft,3
@DanielaS04 :) eso!!! #Google+,3
soy un guacamaya en #twitter,3
Well...#twitter Off,2
Can't wait until I can visit the holodeck! Thanks for sharing. RT @karljuhlke Beam me up #Microsoft! Microsoft has... http://t.co/ZGbk3xnK,2
RT @Free_Nuttball #fuckyoumean #Pittsburgh don't got the best #twitter.,2
Ha ha #rotfl #SteveBallmer haalt uit naar #android http://t.co/RQk2AnSM achterhoede gevecht v #microsoft,3
RT @SymonPerriman: Sign up for online #Microsoft #HyperV #Virtualization 70-659 training on Nov. 2. It is $99 has a $150 exam voucher! ...,2
#Twitter #Followers #Free: http://t.co/63VeKuZr,2
Wishing I can sleep all day 2morrow but I got practice... GN #Twitter,2
RT @twandroid SDK dispo aujourd'hui #google #nexusprime,2
The most important KPIs in #Google #Analytics: http://t.co/uUzhIMGv #marketing #webmaster,2
& if your ass is really looking to wife someone from #Twitter you need help ! Fuck #TwitterJail how about #TwitterCounseling,2
Not a #Microsoft fan but this is cool. Video: Turn any surface into a #touchscreen http://t.co/yy1hNrbQ,0
Digital X Worldwide | Today Is Steve Jobs Day In California @apple http://t.co/QSCHuMIN,2
The better question is if (and when) current devices will get the update. #Android #Google #IceCreamSandwich,2
@apple my iPhone is charging very slowly!!!!!,1
@DailyDealChat @apple Thanks!!,0
Also I maybe missing something here. But I thought #Google bought #Motorola Mobile? So what's with all the #Samsung Love??,2
RT @social_net_info: みんなでつくるTwitter連動型結婚式ムービーサービス「Congratweet（コングラッツイート）」: http://t.co/9osWU51e #Twitter,3
RT @JamaicanIdler: Lmao I think @apple is onto something magical! I am DYING!!! haha. Siri suggested where to find whores and where to h ...,0
I've pretty much abandoned Facebook for Twitter. #twitter'slegit,0
Video: SIRI also gets angry. http://t.co/tzigD99b @chrisvoss @apple #apple #siri #iphone4S #Ai,2
@Apple @Facebook @Google and @Amazon battle in...The Great Tech War of 2012 http://t.co/uL9zZKv8 by @fmanjoo,2
Office blues *drink?* RT @wuppy: #microsoft fail #notresponding for fcucks sake http://t.co/VtYbqI91,1
The face recognition unlock would be cool if it works. #android #google #icecreamsandwich,1
me encanta la pareja de @lari_riquelme en el #bailando2011! pasame su #twitter!,3
RT @MicrosoftAiuta: #Microsoft vi aspetta a #SMAU dal 19 al 21 ottobre http://t.co/lDhDVeWx venite a trovarci! Siamo al Pad. 4 Stand A23,3
jajajajaja la @mignonmc contandome un secretoo ii x el #twitter jajajaja,3
Virage Success Story - Harvard Business School pdf ebook: http://t.co/dNpFlXxB #google,2
Se dieron cuenta que si ponen la T de #Twitter dada vuelta queda la F de #Facebook?,3
Things that #heatmeup : when people put the # on facebookposts when they dont even have a #twitter. #getaclue,1
#twitter is sooo trash ritenow with all dezz #highscoolmemories -__-,1
AsiaClassifiedToday: Asian stocks rise on Europe debt plan hopes - Belleville News Democrat: ... http://t.co/RQhgAIBF #asia #google #ads,2
@tas82011 Thnx. Isn't #Twitter pretty damn amazing! Hope yr enjoying it. Fast like you and I!,0
Google y Samsung presentan oficialmente el Galaxy Nexus http://t.co/NKoXMfOi vía @xatakamovil #Google #Samsung #Galaxy #Android,3
bout to pull up... he see me on #twitter his ass gone flip,2
Spot-Premiere: Microsoft feiert die Produktfamilie / Erste Arbeit von Crispin Porter & Bogusky: Micr... http://t.co/KKUAWLc7 #microsoft,3
@hbogo @apple - why don't you play nice and let me use HDMI from iPad? Pretty lame.,1
How about @MattSloyer on the #twitter!,2
Creo q cuando una persona ya no te quiere te borrade su #twitter,3
AsiaClassifiedToday Asia Family Offices to Triple Lead Growth Citigroup Says - BusinessWeek... http://t.co/93f16E44 #asia #google #biz,2
#Pregunta...Pro y Contra del evento de #Google?,3
#SEO Tip:Make sure that your important keywords have high keyword density in your pages #google #bing #yahoo,2
Google To Begin Encrypting Searches & Outbound Clicks By Default With SSL Search http://t.co/C0Ykfjla #google #search,2
Find more the best Maytag Washer Control Board deal.Check pric http://t.co/SNdkAg3e@Best @Apple @Peeler,2
Yessss! I'm lovin the iPhone update especially the slide down bar at top of screen =) good job @Apple.,0
New mov: ""ショウケース@apple store 銀座"" 記録 / starring:ichiro_ REPEAT PATTERN moda → http://t.co/kmJ0o1Ja,3
me encanta sacarme dudas existenciales con respecto a la diferencia entre objetivamente y subjetivamente. GRACIAS #GOOGLE !,3
#Microsoft #Cloud Microsoft - Capture the Cloud: ... through the Rookie Veteran and All-Star tiers provid... http://t.co/tnxYUxvA #TCN,2
#google #IceCreamSandwich #Samsung #Updates #Android | Galaxy Nexus with Ice Cream Sandwich: pictures http://t.co/lfpPk5Yk,2
Personally i dont have time for that and dont really care about what everyone in the world on #facebook and #twitter care about how i look.,2
is #google the next innovators ?,2
I'm amazed at how siri has changed the way I use my phone. I had no idea it would be this good and it's still in beta. Good job @apple. Wow,0
@apple store #Towson waiting at Genius bar - huge crowd waiting for #iPhone 4s @michaelmark @nicolelil http://t.co/x92sweCh,2
RT @MyHoopDreams: Im Chillin Man Trying To Stay #Humble Its Just Hard When Niggas Hatin And Pump Fakin Via #Twitter,2
@ammmylewis... Did @CarsonFratus just ditch Twitter for sleep?? #Weirdo... #Twitter&gt;Sleep,1
#Google lanza #Android 4.0 http://t.co/NZ494v4h también conocido como Ice Cream Sandwich y Samsung lanza el Galaxy #Nexus,3
RT @aDUBatSDUB: #facebook #Twitter #spongebob #nirvana. Great way to spend the night. :D,2
In front of the @apple store. So many blue shirts I feel like I'm at a smurf reunion. #iPhone4S,2
Pearson и Google запускают открытую систему дистанционного обучения http://t.co/YglYrzWj #google,3
@alexbabb9 Alexthe_ASSholeBabb should be your new #Twitter name,2
#Microsoft extends revenue guarantees to Yahoo: Yahoo disclosed today that Microsoft extended… http://t.co/NWLalDdd,2
#Google+,2
The folks at @apple are awesome! So glad I a #mactard,0
buenas noches #Twitter W:,3
@NattaliaAlba mejor consulta ana y mia en #google hahahha(:,3
I would like to thank #twitter for being here when I was bored sad mad happy and every other mood . Now twitter is a true friend .!,0
Lol bet that Android couldnt do that RT @ceejay3k: I promise this iPhone been at 1% battery for the last 3 hours. I see you @apple.,0
#Twitter Buzz Builds for the #Occupy_Wall_Street Movement [CHARTS] http://t.co/znFYtK9P @mashable #social,2
2nd @apple genius apptment running late 2nd day in row for 2nd dodgy iPod . You make mega $$$ hire some staff.,1
RT @Eleconomistanet: Impulsor de #Facebook Sean #Parker resta importancia a la amenaza de #Google http://t.co/EnQtXsfv,3
@dyanna299 you mean like Muhaimin @apple.com?,2
RT @codebit_org: Halo: Combat Evolved Anniversary #Microsoft explica cómo funcionarán el remake de #Halo y #Kinect http://t.co/moc3ofex,3
#Android #Google Galaxy Nexus Press Release http://t.co/JKrzYGBO #DhilipSiva,2
#twitter off',1
La démo de Dance Central 2 est disponible http://t.co/4iA3k1Ab #Microsoft #Xbox360 #jeux #demo,3
@apple should make Siri avalible for all devices not exclusive to the iPhone 4S,1
Just downloaded IOS 5. It's better than I expected! #thankyou @apple,0
@Wisconsin_Mommy @Apple I'd totally email the company... I always get great service at our @Apple store!,0
FreeSoftwareFoundation publicly warns of danger of implementing #Microsoft #Restrictedboot w/o #UEFI http://t.co/NASQbmaT #anonymous #USDOR,2
#Microsoft Bing is The New King of Search Tipped #Google Search http://t.co/61OgLIKA,2
#Google's like my wife - searches things for me and completes my sentences.,0
RT @NeowinFeed: Android 4.0 Ice Cream Sandwich announcement round-up #android #google http://t.co/L5m9uwD7 #neowin,2
G#Music Unites #Google Music with #Apple iOS [#Apps] http://t.co/S8V8vfmh,2
RT @twandroid: Nouveau layout pour la Galerie qui est en forme de magazine #google #nexusprime,2
@amaboura the entreprise version of #Microsoft #office365 is not available yet in #Algeria i guess,1
Android Beam panorama Gmail offline lockscreen contacts facial recognition unlock... #IceCreamSandwich #NexusPrime #Google,2
now watching live stream of #Google new mobile #Nexus,2
Eres mil Veces mejor #Twitter :D,3
Los psicólogos se están quedando sin pacientes el #twitter se los está robando..,3
Come to the dark side 📱“@gretcheneclark: Hey @apple if you send me a free iPhone I will publicly and ceremoniously burn my #BlackBerry.”,2
@robert_terpstra no worries bud ps: they're saying that the 4s is having a lot of network issues right now. (I'm @apple for mac problems),1
I had my #Twitter account for like 3 years now.....and I only made 4 783 tweets? o_O,2
Android Ice Cream Sandwich adds Face Unlock feature http://t.co/45HxZE0o #Tech #google,2
Bill Gates llamado a declarar por un antiguo caso de... http://t.co/wFrUi1nN #Wordperfect #Windows_95 #Microsoft #Novell #Bill_Gates,3
How #Apple eclipsed #Microsoft. http://t.co/WU9bFI1h,2
Calling All #IceCreamSandwich Lovers | #Google & #Samsung Like in Hong Kong - A new look at what's new from Android http://t.co/rUkTyUJC,2
#google Unwrapping Ice Cream Sandwich on the Galaxy Nexus http://t.co/YLRL4lZy,2
#twitter is the last time I do this social networking thing,2
Unwrapping Ice Cream Sandwich on the Galaxy Nexus: (Cross-posted on the Official Google blog)Bea... http://t.co/K10SvnNr #google #mobile,2
#Google Google Event: Vorstellung des Samsung Galaxy Nexus (Caschys Blog): o3:30 klingelte mein Wecker. Googles ... http://t.co/QnVDVcMX,3
What does it take to get a job at #Google? #recruiting http://t.co/eVjiH7oD,2
(High-tech)- Demain sur LNT: ""#Microsoft s'implique dans le développement socioéconomique"" par @Joumany #twitoma #IT #blogoma,3
#Microsoft discontinued product named #ENSEMBLE STUDIOS on October 14 2011. Review and comment: http://t.co/eJ8a2Msm,2
Kind of excited. On my way to my last class right now and then going to the @Apple store so buy #MacOSC Snow Leopard and Lion :-),0
#Google weiterhin auf der Erfolgsspur http://t.co/lf3RkTcJ,3
Ever since I cleaned my Mighty Mouse ball with alcohol to get it rolling again any time I click the ball it acts like a left click. @Apple,2
Empire Avenue. The Social Stock Market. What Is Your Online Activity Worth? http://t.co/AKlnmKAi #twitter #facebook #Google+ #socialmedia,2
hmm it seems i should have checked the identity of @apple first…,1
NYTimes: Coach Wants to See You. And Bring Your iPad. http://t.co/J2FTiEnG #iPad @apple set red 42 red 42 hut hut @NFL wish I had an #iPad,2
@Peedro_Guiih gato intenda a nat é a metamoforse sorridente. . . . . .ela nao intende ela joga tudo no #google,3
Доступна официальная Google-страница Galaxy Nexus http://t.co/99TAk4lC #nexus #google #galaxy,3
Pas mieux \o/ RT @g123k: #kikitoutdur devant ICS #google #nexusprime,3
Steve Ballmer (CEO #Microsoft) heeft flink uitgehaald naar besturingssysteem #Android van #Google. Het zou te ingewikkeld en te vrij zijn,3
#twitter is trippin,1
@azrael: RT @DavideGori: And again #MobileMe is down. Issues when syncing accessing mail... is this a good premise for #iCloud? @Apple ...,1
#grantthornton geeft gouden tips #verkoop #onderneming. Ook workshops #philips #nobel #rabobank #microsoft #port4growth http://t.co/sfciksak,3
@flambypaymie ok lang haha. ganun pa din naman e kamustahan lang saka kausap dito sa #Twitter :)),3
Nexus Prime looks NICE. #google #android,0
Gentle Ballmer meekly suggests the competition is doomed - #Microsoft is winning winning winning!: http://t.co/7ntP5MS1 via @thetecheye,0
Back to the Future 2 where @Apple didn't even have IPhone,2
#Microsoft Pushing out #Mango to more Windows Phones http://t.co/xPIaZ8Xp #wp7 #orange #samsung #lg #optimus7 #htc #dell #msft,2
